time;open;high;low;close
"2025-10-20 05:00:00";108667.4438091444;115260.9051483669;106777.9966071258;114472.443362309
"2025-10-27 05:00:00";114479.8489470502;116273.3142651981;106376.6887666825;110639.6263110151
"2025-11-03 05:00:00";110646.9053337829;110764.9165455239;98962.0641022048;104719.6388959132
"2025-11-10 05:00:00";104723.7707145405;107428.2598485873;92971.1655619193;94177.0744808859
"2025-11-17 05:00:00";94180.8763285011;95928.3695793783;80659.8124264662;86805.008075552
"2025-11-24 05:00:00";86798.7713103499;92969.0865280849;85272.1961643306;90394.308947817
"2025-12-01 05:00:00";90389.1097979024;94060.7728133688;83862.2485209906;90405.6385108749
"2025-12-08 05:00:00";90424.5857615628;94601.5708108212;87634.9370678687;88175.177409907
"2025-12-15 05:00:00";88171.0803769972;90264.5691392445;84436.3154612838;88621.7504151012
"2025-12-22 05:00:00";88621.4013531003;90501.9307541589;86411.799089194;87835.8335114813
"2025-12-29 05:00:00";87835.7913322809;91712.5829741808;86717.915377135;91413.4925215554
"2026-01-05 05:00:00";91414.6286470278;94762.0680922804;89233.8762529428;90827.4598333957
"2026-01-12 05:00:00";90825.8560825378;97860.6038029774;90055.0223259572;93634.431951609
"2026-01-19 05:00:00";93655.6728346166;93660.8291578172;86003.7103774685;86572.2153402734
"2026-01-26 05:00:00";86566.5229094044;90439.288582632;75698.9012063642;76974.4429081583
"2026-02-02 05:00:00";76968.872934252;79258.6084813787;60074.2030063429;70264.7247194654
"2026-02-09 05:00:00";70243.3307083525;71369.9722189747;65092.1080095947;68788.1898191779
"2026-02-16 05:00:00";68782.3993301329;70067.2360207877;65637.4266190222;67659.3914303005
"2026-02-23 05:00:00";67668.4285415465;69953.5338360935;62553.1875018108;65738.0982073395
